Java HotSpot(TM) 64-Bit Server VM (25.211-b12) for windows-amd64 JRE (1.8.0_211-b12), built on Apr  1 2019 20:53:26 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 16640612k(9261712k free), swap 16640612k(7492356k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseSerialGC 
2020-10-27T21:12:41.000+0800: 0.634: [GC (Allocation Failure) 2020-10-27T21:12:41.000+0800: 0.634: [DefNew: 559232K->69888K(629120K), 0.0503376 secs] 559232K->119090K(2027264K), 0.0504876 secs] [Times: user=0.02 sys=0.03, real=0.05 secs] 
2020-10-27T21:12:45.896+0800: 5.530: [GC (Allocation Failure) 2020-10-27T21:12:45.896+0800: 5.530: [DefNew: 629119K->69887K(629120K), 0.0411020 secs] 1431026K->948420K(2027264K), 0.0411440 secs] [Times: user=0.05 sys=0.00, real=0.04 secs] 
2020-10-27T21:12:46.336+0800: 5.970: [GC (Allocation Failure) 2020-10-27T21:12:46.336+0800: 5.970: [DefNew: 629119K->69886K(629120K), 0.0436501 secs] 1507652K->1033205K(2027264K), 0.0437094 secs] [Times: user=0.05 sys=0.00, real=0.04 secs] 
2020-10-27T21:12:46.773+0800: 6.407: [GC (Allocation Failure) 2020-10-27T21:12:46.773+0800: 6.407: [DefNew: 629118K->69887K(629120K), 0.0405034 secs] 1592437K->1110632K(2027264K), 0.0405566 secs] [Times: user=0.03 sys=0.01, real=0.04 secs] 
2020-10-27T21:12:47.212+0800: 6.846: [GC (Allocation Failure) 2020-10-27T21:12:47.212+0800: 6.846: [DefNew: 629119K->69887K(629120K), 0.0407632 secs] 1669864K->1187419K(2027264K), 0.0408165 secs] [Times: user=0.03 sys=0.02, real=0.04 secs] 
2020-10-27T21:12:47.658+0800: 7.293: [GC (Allocation Failure) 2020-10-27T21:12:47.658+0800: 7.293: [DefNew: 629119K->69888K(629120K), 0.0388659 secs] 1746651K->1261185K(2027264K), 0.0389225 secs] [Times: user=0.02 sys=0.01, real=0.04 secs] 
2020-10-27T21:12:48.038+0800: 7.672: [GC (Allocation Failure) 2020-10-27T21:12:48.038+0800: 7.673: [DefNew: 629120K->69887K(629120K), 0.0400957 secs] 1820417K->1333634K(2027264K), 0.0401413 secs] [Times: user=0.01 sys=0.03, real=0.04 secs] 
2020-10-27T21:12:48.408+0800: 8.043: [GC (Allocation Failure) 2020-10-27T21:12:48.408+0800: 8.043: [DefNew: 629119K->69887K(629120K), 0.0397369 secs] 1892866K->1408329K(2027264K), 0.0397908 secs] [Times: user=0.02 sys=0.02, real=0.04 secs] 
2020-10-27T21:12:48.845+0800: 8.479: [GC (Allocation Failure) 2020-10-27T21:12:48.845+0800: 8.479: [DefNew: 629119K->629119K(629120K), 0.0000136 secs]2020-10-27T21:12:48.845+0800: 8.479: [Tenured: 1338442K->237778K(1398144K), 0.0251654 secs] 1967561K->237778K(2027264K), [Metaspace: 2700K->2700K(1056768K)], 0.0252513 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2020-10-27T21:12:49.228+0800: 8.863: [GC (Allocation Failure) 2020-10-27T21:12:49.228+0800: 8.863: [DefNew: 559232K->69887K(629120K), 0.0158756 secs] 797010K->367695K(2027264K), 0.0159313 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2020-10-27T21:12:49.617+0800: 9.251: [GC (Allocation Failure) 2020-10-27T21:12:49.617+0800: 9.251: [DefNew: 629119K->69887K(629120K), 0.0181750 secs] 926927K->449268K(2027264K), 0.0182272 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2020-10-27T21:12:50.035+0800: 9.670: [GC (Allocation Failure) 2020-10-27T21:12:50.035+0800: 9.670: [DefNew: 629119K->69887K(629120K), 0.0177423 secs] 1008500K->527885K(2027264K), 0.0177985 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2020-10-27T21:12:50.430+0800: 10.065: [GC (Allocation Failure) 2020-10-27T21:12:50.430+0800: 10.065: [DefNew: 629119K->69887K(629120K), 0.0182272 secs] 1087117K->608761K(2027264K), 0.0182820 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
Heap
 def new generation   total 629120K, used 104850K [0x0000000080000000, 0x00000000aaaa0000, 0x00000000aaaa0000)
  eden space 559232K,   6% used [0x0000000080000000, 0x0000000082224c10, 0x00000000a2220000)
  from space 69888K,  99% used [0x00000000a2220000, 0x00000000a665ffb0, 0x00000000a6660000)
  to   space 69888K,   0% used [0x00000000a6660000, 0x00000000a6660000, 0x00000000aaaa0000)
 tenured generation   total 1398144K, used 538874K [0x00000000aaaa0000, 0x0000000100000000, 0x0000000100000000)
   the space 1398144K,  38% used [0x00000000aaaa0000, 0x00000000cb8de828, 0x00000000cb8dea00, 0x0000000100000000)
 Metaspace       used 2707K, capacity 4486K, committed 4864K, reserved 1056768K
  class space    used 291K, capacity 386K, committed 512K, reserved 1048576K
